24.298941	25.000000	496	0	596	0.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	0000000000000000000000000	0	1554724777
21.088243	25.000000	296	0	780	0.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	0000000000000000000000000	0	1554724856
22.594234	25.000000	196	0	196	1.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	1111111111111111111111111	0	1554724861
22.817518	25.000000	476	0	476	1.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	1111111111111111111111111	0	1554724866
20.030514	25.000000	100	0	292	0.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	0000000000000000000000000	0	1554724871
22.667803	25.000000	196	0	392	1.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	1111111111111111111111111	0	1554724876
23.913660	25.000000	298	0	398	0.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	0000000000000000000000000	0	1554724881
22.580795	25.000000	864	0	864	0.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	0000000000000000000000000	0	1554724889
22.535212	25.000000	98	0	396	0.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	0000000000000000000000000	0	1554724894
22.346676	25.000000	300	0	300	1.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	1111111111111111111111111	0	1554724899
24.560535	25.000000	490	0	588	0.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	0000000000000000000000000	0	1554724904
22.301008	25.000000	98	0	198	0.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	0000000000000000000000000	0	1554724909
24.714460	25.000000	192	0	192	1.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	1111111111111111111111111	0	1554724914
24.814127	25.000000	292	0	388	0.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	0000000000000000000000000	0	1554724919
21.965487	25.000000	98	0	198	0.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	0000000000000000000000000	0	1554724927
19.883715	25.000000	100	0	196	0.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	0000000000000000000000000	0	1554724932
19.477451	25.000000	196	0	196	0.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	0000000000000000000000000	1	1554724937
23.355831	25.000000	960	0	960	0.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	0000000000000000000000000	0	1554724943
21.964577	25.000000	298	0	590	0.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	0000000000000000000000000	0	1554724948
18.426592	25.000000	98	0	298	0.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	0000000000000000000000000	0	1554724953
22.383446	25.000000	96	0	196	0.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	0000000000000000000000000	0	1554724958
21.899809	25.000000	290	0	290	1.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	1111111111111111111111111	0	1554724966
16.422459	25.000000	292	0	390	0.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	0000000000000000000000000	0	1554724971
22.082861	25.000000	94	0	290	0.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	0000000000000000000000000	0	1554724976
20.336430	25.000000	96	0	196	0.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	0000000000000000000000000	0	1554724981
22.189053	25.000000	370	0	470	1.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	1111111111111111111111111	0	1554724986
21.783913	25.000000	100	0	200	0.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	0000000000000000000000000	0	1554724991
19.576368	25.000000	100	0	200	0.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	0000000000000000000000000	0	1554724996
22.159800	25.000000	200	0	792	1.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	1111111111111111111111111	0	1554725004
21.347269	25.000000	100	0	286	0.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	0000000000000000000000000	0	1554725009
19.819916	25.000000	688	0	688	1.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	1111111111111111111111111	0	1554725014
22.313286	25.000000	198	0	296	1.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	1111111111111111111111111	0	1554725019
20.896143	25.000000	100	0	498	0.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	0000000000000000000000000	0	1554725024
19.523916	25.000000	392	1	392	1.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	1111111111111111111111111	1	1554725029
15.892707	25.000000	100	0	298	0.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	0000000000000000000000000	0	1554725035
23.629789	25.000000	192	0	384	0.000000 	 PFSize: 	 26 	 HypVol: 	 325.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 50.00000000 	 DomOptimalPoints: 	 0 	0000000000000000000000000	0	1554725043
39.852940	50.000000	200	0	396	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725048
42.778336	50.000000	396	0	592	1.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	11111111111111111111111111111111111111111111111111	0	1554725053
43.064735	50.000000	200	0	598	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725058
38.159382	50.000000	200	0	398	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725063
43.593399	50.000000	392	0	790	1.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	11111111111111111111111111111111111111111111111111	0	1554725068
47.444336	50.000000	1388	0	1388	1.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	11111111111111111111111111111111111111111111111111	0	1554725073
35.291550	50.000000	184	0	578	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725081
44.158722	50.000000	200	0	994	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725086
41.203846	50.000000	396	0	788	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725091
31.695311	50.000000	200	0	400	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725096
43.616692	50.000000	200	0	400	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725101
49.460194	50.000000	398	0	398	1.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	11111111111111111111111111111111111111111111111111	0	1554725106
42.756226	50.000000	390	0	982	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725111
42.839951	50.000000	194	1	580	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	1	1554725119
42.542500	50.000000	198	0	594	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725125
37.098457	50.000000	200	0	794	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725130
46.824341	50.000000	196	0	396	1.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	11111111111111111111111111111111111111111111111111	0	1554725135
41.696087	50.000000	200	0	782	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725140
34.507145	50.000000	200	0	400	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725145
43.854088	50.000000	200	0	590	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725150
40.424679	50.000000	196	0	396	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725158
32.523132	50.000000	400	0	594	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725163
43.162922	50.000000	200	0	600	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725168
40.814438	50.000000	386	0	386	1.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	11111111111111111111111111111111111111111111111111	0	1554725173
28.896658	50.000000	394	0	394	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725178
42.475227	50.000000	200	0	800	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725183
42.232166	50.000000	986	0	1384	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725188
44.205364	50.000000	196	0	594	1.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	11111111111111111111111111111111111111111111111111	0	1554725196
41.470406	50.000000	198	0	794	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725201
41.079727	50.000000	196	0	392	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725207
41.353329	50.000000	400	0	996	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725212
43.437611	50.000000	198	0	398	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725217
39.949097	50.000000	200	0	398	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725222
35.504780	50.000000	592	0	1386	1.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	11111111111111111111111111111111111111111111111111	0	1554725227
42.693359	50.000000	198	0	598	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725235
38.196926	50.000000	200	0	394	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725240
33.910034	50.000000	398	0	792	1.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	11111111111111111111111111111111111111111111111111	0	1554725245
41.950577	50.000000	198	0	390	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725250
36.243435	50.000000	198	0	588	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725255
46.492462	50.000000	190	0	584	1.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	11111111111111111111111111111111111111111111111111	0	1554725260
45.765614	50.000000	392	0	982	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725265
48.210587	50.000000	1390	0	1390	1.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	11111111111111111111111111111111111111111111111111	0	1554725273
49.203163	50.000000	590	0	790	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725278
43.390488	50.000000	788	0	788	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725283
40.889309	50.000000	580	0	780	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725288
46.672379	50.000000	392	0	392	1.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	11111111111111111111111111111111111111111111111111	0	1554725294
48.601784	50.000000	592	0	790	1.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	11111111111111111111111111111111111111111111111111	0	1554725299
44.728058	50.000000	788	0	1386	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725304
35.582401	50.000000	400	0	790	1.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	11111111111111111111111111111111111111111111111111	0	1554725312
41.405914	50.000000	200	0	594	0.000000 	 PFSize: 	 51 	 HypVol: 	 1275.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 100.00000000 	 DomOptimalPoints: 	 0 	00000000000000000000000000000000000000000000000000	0	1554725317
81.092537	100.000000	782	0	1180	0.000000 	 PFSize: 	 101 	 HypVol: 	 5050.00000000 	 IGD: 	 0.00000000 	 GD: 	 0.00000000 	 MaxSpread: 	 200.00000000 	 DomOptimalPoints: 	 0 	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	0	1554725322
